file,peers,entries,origin_sets,v4_pfxs,ignored_v4_pfxs,ignored_v4_pfxs_pct,final_v4_pfxs,v6_pfxs,ignored_v6_pfxs,ignored_v6_pfxs_pct,final_v6_pfxs
data/ris/rrc00/2025.12/bview.20251201.0000.gz,115,55956566,1284,1095461,6597,0.602212219330492,1088864,243956,2116,0.8673695256521667,241840
data/ris/rrc01/2025.12/bview.20251201.0000.gz,143,43460338,1012,1058158,5464,0.5163690110550598,1052694,244199,1221,0.5000020475104321,242978
data/ris/rrc03/2025.12/bview.20251201.0000.gz,154,37361608,864,1064643,5917,0.5557731558841791,1058726,243490,1855,0.7618382685120539,241635
data/ris/rrc04/2025.12/bview.20251201.0000.gz,20,7892611,191,1041205,3839,0.3687074111246104,1037366,237038,868,0.36618601236932474,236170
data/ris/rrc05/2025.12/bview.20251201.0000.gz,69,14072879,325,1041010,4004,0.3846264685257586,1037006,233496,1554,0.6655360263130846,231942
data/ris/rrc06/2025.12/bview.20251201.0000.gz,22,6395516,157,1044851,3109,0.29755438813763874,1041742,237675,4857,2.043546860208268,232818
data/ris/rrc07/2025.12/bview.20251201.0000.gz,37,9308398,212,1045201,4129,0.39504363275580484,1041072,237481,964,0.40592721101898677,236517
data/ris/rrc10/2025.12/bview.20251201.0000.gz,61,18211930,400,1037403,4194,0.4042787614842063,1033209,234984,947,0.40300616212167634,234037
data/ris/rrc11/2025.12/bview.20251201.0000.gz,46,10741304,249,1044442,4501,0.4309478171119123,1039941,244530,5206,2.1289821289821287,239324
data/ris/rrc12/2025.12/bview.20251201.0000.gz,148,41454141,950,1070169,6532,0.6103708853461463,1063637,241712,1667,0.6896637320447475,240045
data/ris/rrc13/2025.12/bview.20251201.0000.gz,28,6495986,154,1045223,3947,0.37762276566818753,1041276,235845,529,0.2242998579575569,235316
data/ris/rrc14/2025.12/bview.20251201.0000.gz,25,6603619,154,1038179,4141,0.3988714855530694,1034038,235300,990,0.42073948151296214,234310
data/ris/rrc15/2025.12/bview.20251201.0000.gz,64,20156464,469,1086252,5249,0.4832212046560098,1081003,246004,1056,0.42926131282418173,244948
data/ris/rrc16/2025.12/bview.20251201.0000.gz,31,4149354,87,1014816,2634,0.2595544413962728,1012182,231672,1442,0.6224317138022721,230230
data/ris/rrc18/2025.12/bview.20251201.0000.gz,23,1255294,34,1018438,124,0.01217550798379479,1018314,221076,9,0.004070998208760788,221067
data/ris/rrc19/2025.12/bview.20251201.0000.gz,67,12216729,253,1039290,3669,0.3530294720434143,1035621,239678,909,0.3792588389422475,238769
data/ris/rrc20/2025.12/bview.20251201.0000.gz,69,32476769,711,1044839,4777,0.45719962597108266,1040062,240107,1253,0.5218506749074371,238854
data/ris/rrc21/2025.12/bview.20251201.0000.gz,77,29486188,679,1056770,4926,0.46613738088704265,1051844,241493,1164,0.4820015486991342,240329
data/ris/rrc22/2025.12/bview.20251201.0000.gz,31,4434415,60,1042071,2234,0.21438078595412405,1039837,231611,546,0.2357400986999754,231065
data/ris/rrc23/2025.12/bview.20251201.0000.gz,59,10532406,253,1058048,4611,0.43580253447858697,1053437,241967,1357,0.5608202771452305,240610
data/ris/rrc24/2025.12/bview.20251201.0000.gz,28,13200988,323,1063013,4854,0.45662658876232,1058159,248640,6274,2.523326898326898,242366
data/ris/rrc25/2025.12/bview.20251201.0000.gz,116,55631579,1295,1128447,13559,1.2015628558541076,1114888,258075,6394,2.4775743485420905,251681
data/ris/rrc26/2025.12/bview.20251201.0000.gz,30,3735241,93,1033654,3334,0.32254506827236196,1030320,241500,481,0.19917184265010354,241019
data/routeviews/amsix.ams/2025.12/rib.20251201.0000.bz2,80,27325117,536,1052687,5744,0.5456512714605576,1046943,240370,1800,0.7488455298082123,238570
data/routeviews/cix.atl/2025.12/rib.20251201.0000.bz2,20,2900318,53,1039836,1409,0.13550213687543036,1038427,234151,403,0.1721111590383983,233748
data/routeviews/crix.sjo/2025.12/rib.20251201.0000.bz2,4,9474,2,4088,0,0.0,4088,653,0,0.0,653
data/routeviews/decix.jhb/2025.12/rib.20251201.0000.bz2,48,3166044,51,1022512,1406,0.13750449872470935,1021106,236074,167,0.07074053051161923,235907
data/routeviews/getafix.mnl/2025.12/rib.20251201.0000.bz2,11,1450674,29,1037715,0,0.0,1037715,230957,2,0.000865962062202055,230955
data/routeviews/hkix.hkg/2025.12/rib.20251201.0000.bz2,20,3004956,60,1025868,2040,0.19885599316871178,1023828,234804,478,0.20357404473518337,234326
data/routeviews/iix.cgk/2025.12/rib.20251201.0000.bz2,6,80911,1,37302,27,0.07238217789930836,37275,3364,11,0.3269916765755053,3353
data/routeviews/interlan.otp/2025.12/rib.20251201.0000.bz2,15,4594634,77,1033576,3013,0.29151218681548335,1030563,232973,700,0.30046400226635706,232273
data/routeviews/iraq-ixp.bgw/2025.12/rib.20251201.0000.bz2,8,771,0,290,1,0.3448275862068966,289,62,0,0.0,62
data/routeviews/ix-br.gru/2025.12/rib.20251201.0000.bz2,8,3131209,50,1042831,1136,0.10893423766650588,1041695,241755,420,0.17372960228330334,241335
data/routeviews/ix-br2.gru/2025.12/rib.20251201.0000.bz2,71,21164256,395,1053417,4836,0.45907745935370325,1048581,245985,5193,2.1111043356302215,240792
data/routeviews/kinx.icn/2025.12/rib.20251201.0000.bz2,25,1666210,24,1009705,229,0.02267989165152198,1009476,230358,405,0.17581329929935144,229953
data/routeviews/namex.fco/2025.12/rib.20251201.0000.bz2,39,8366734,166,1045094,3850,0.3683879153454139,1041244,230875,756,0.3274499187872225,230119
data/routeviews/netnod.mmx/2025.12/rib.20251201.0000.bz2,20,8064927,150,1013291,2237,0.22076580172921698,1011054,230371,814,0.35334308571825446,229557
data/routeviews/pacwave.lax/2025.12/rib.20251201.0000.bz2,10,194538,8,33428,1,0.0029915041282756972,33427,51206,2,0.0039057922899660195,51204
data/routeviews/pit.scl/2025.12/rib.20251201.0000.bz2,32,3369152,54,1027249,2547,0.24794377994040392,1024702,237266,1585,0.6680266030531133,235681
data/routeviews/pitmx.qro/2025.12/rib.20251201.0000.bz2,20,1946350,36,1048241,7,0.0006677853661514861,1048234,240031,440,0.18330965583612116,239591
data/routeviews/route-views.amsix/2025.12/rib.20251201.0000.bz2,34,13502433,235,1053616,3741,0.35506294513371095,1049875,236075,927,0.3926718203960605,235148
data/routeviews/route-views.bdix/2025.12/rib.20251201.0000.bz2,9,18305,0,7020,8,0.11396011396011395,7012,2367,0,0.0,2367
data/routeviews/route-views.bknix/2025.12/rib.20251201.0000.bz2,29,902819,12,155239,26,0.016748368644477225,155213,235604,222,0.09422590448379484,235382
data/routeviews/route-views.chicago/2025.12/rib.20251201.0000.bz2,64,20136127,412,1043730,4821,0.4619010663677388,1038909,240376,1650,0.6864246014577162,238726
data/routeviews/route-views.chile/2025.12/rib.20251201.0000.bz2,4,2499275,55,1028057,534,0.05194264520352471,1027523,227451,474,0.2083965337589195,226977
data/routeviews/route-views.eqix/2025.12/rib.20251201.0000.bz2,76,26546473,525,1066303,6015,0.564098572357013,1060288,249667,1380,0.5527362446779109,248287
data/routeviews/route-views.flix/2025.12/rib.20251201.0000.bz2,57,11658152,205,1052039,4896,0.46538198678946313,1047143,243445,5791,2.3787713857339443,237654
data/routeviews/route-views.fortaleza/2025.12/rib.20251201.0000.bz2,41,10499176,211,1070284,4129,0.3857854550754753,1066155,245621,5778,2.3524047210946946,239843
data/routeviews/route-views.gixa/2025.12/rib.20251201.0000.bz2,5,2004,0,1093,0,0.0,1093,0,0,0,0
data/routeviews/route-views.gorex/2025.12/rib.20251201.0000.bz2,16,16214,0,11648,0,0.0,11648,1495,0,0.0,1495
data/routeviews/route-views.isc/2025.12/rib.20251201.0000.bz2,29,7512379,134,1044704,4603,0.4406032713572457,1040101,236703,724,0.305868535675509,235979
data/routeviews/route-views.kixp/2025.12/rib.20251201.0000.bz2,36,6647434,120,1036559,4168,0.4020996392872958,1032391,231111,1138,0.49240408288657833,229973
data/routeviews/route-views.linx/2025.12/rib.20251201.0000.bz2,93,37469364,740,1070000,6617,0.618411214953271,1063383,240455,1189,0.49447921648541304,239266
data/routeviews/route-views.mwix/2025.12/rib.20251201.0000.bz2,10,321036,0,106261,1,0.0009410790412286729,106260,62361,0,0.0,62361
data/routeviews/route-views.napafrica/2025.12/rib.20251201.0000.bz2,93,23376439,463,1057326,5613,0.5308674902537156,1051713,241555,1300,0.5381797106249094,240255
data/routeviews/route-views.nwax/2025.12/rib.20251201.0000.bz2,20,1263952,18,1033236,2,0.00019356661982354467,1033234,1929,0,0.0,1929
data/routeviews/route-views.ny/2025.12/rib.20251201.0000.bz2,26,6731861,123,1048098,4226,0.4032065703779608,1043872,235986,479,0.20297814277118134,235507
data/routeviews/route-views.perth/2025.12/rib.20251201.0000.bz2,56,10198614,186,1038871,3658,0.3521130149941619,1035213,235080,1144,0.4866428449889399,233936
data/routeviews/route-views.peru/2025.12/rib.20251201.0000.bz2,8,1284843,25,1025840,156,0.015207049832332528,1025684,229033,25,0.010915457597813415,229008
data/routeviews/route-views.phoix/2025.12/rib.20251201.0000.bz2,9,2290197,59,1040420,2012,0.1933834413025509,1038408,232529,113,0.04859608908996298,232416
data/routeviews/route-views.rio/2025.12/rib.20251201.0000.bz2,51,13893167,260,1055047,4396,0.4166639021768699,1050651,246215,5849,2.3755660703044086,240366
data/routeviews/route-views.sfmix/2025.12/rib.20251201.0000.bz2,28,6664973,122,1044466,3034,0.2904833666198804,1041432,235661,834,0.3538981842561985,234827
data/routeviews/route-views.sg/2025.12/rib.20251201.0000.bz2,93,23057614,495,1075791,5516,0.5127389985601293,1070275,245509,1279,0.5209584984664514,244230
data/routeviews/route-views.soxrs/2025.12/rib.20251201.0000.bz2,16,1899814,28,1011812,137,0.013540064755112609,1011675,232252,62,0.026695141484249865,232190
data/routeviews/route-views.sydney/2025.12/rib.20251201.0000.bz2,47,14249098,271,1044881,4567,0.43708326594128905,1040314,236077,651,0.2757574859050225,235426
data/routeviews/route-views.telxatl/2025.12/rib.20251201.0000.bz2,30,7644937,142,1038098,4179,0.40256314914391517,1033919,238002,870,0.3655431466962462,237132
data/routeviews/route-views.uaeix/2025.12/rib.20251201.0000.bz2,39,6766043,128,1058838,3726,0.35189519076572623,1055112,241552,585,0.24218387759157448,240967
data/routeviews/route-views.wide/2025.12/rib.20251201.0000.bz2,10,3740251,80,1039170,2155,0.20737704129257006,1037015,233489,4459,1.9097259399800421,229030
data/routeviews/route-views3/2025.12/rib.20251201.0000.bz2,39,25783320,486,1071680,5809,0.5420461331740819,1065871,240975,1182,0.4905073140367258,239793
