file,peers,entries,origin_sets,v4_pfxs,ignored_v4_pfxs,ignored_v4_pfxs_pct,final_v4_pfxs,v6_pfxs,ignored_v6_pfxs,ignored_v6_pfxs_pct,final_v6_pfxs
data/ris/rrc00/2025.01/bview.20250101.0000.gz,103,53258768,1173,1024961,5323,0.5193368333039013,1019638,230356,1959,0.8504228238031569,228397
data/ris/rrc01/2025.01/bview.20250101.0000.gz,144,43776989,964,1019404,8707,0.8541265288344955,1010697,227131,1740,0.7660777260699773,225391
data/ris/rrc03/2025.01/bview.20250101.0000.gz,163,40379412,883,1018436,8998,0.8835115805018676,1009438,228211,1756,0.7694633475161144,226455
data/ris/rrc04/2025.01/bview.20250101.0000.gz,22,8618695,200,994056,2715,0.273123445761607,991341,217458,1303,0.5991961666160821,216155
data/ris/rrc05/2025.01/bview.20250101.0000.gz,68,13451395,275,992983,3259,0.32820300045418704,989724,216284,1326,0.6130827985426569,214958
data/ris/rrc06/2025.01/bview.20250101.0000.gz,20,6067239,145,996699,3058,0.30681278901654363,993641,219770,5297,2.410247076489057,214473
data/ris/rrc07/2025.01/bview.20250101.0000.gz,37,9777707,215,992316,3036,0.3059509269224723,989280,218742,1326,0.606193597937296,217416
data/ris/rrc10/2025.01/bview.20250101.0000.gz,61,17050249,365,986747,3384,0.34294505075769166,983363,217793,1031,0.4733852786820513,216762
data/ris/rrc11/2025.01/bview.20250101.0000.gz,47,10181227,237,999228,4009,0.4012097339145821,995219,225736,5531,2.4502073218272673,220205
data/ris/rrc12/2025.01/bview.20250101.0000.gz,155,41708408,872,1019302,5735,0.5626399241834118,1013567,221926,1535,0.6916719987743662,220391
data/ris/rrc13/2025.01/bview.20250101.0000.gz,27,4855590,112,996827,2555,0.2563132820439254,994272,217973,497,0.2280098911333055,217476
data/ris/rrc14/2025.01/bview.20250101.0000.gz,28,8592205,195,996906,3932,0.3944203365211966,992974,221158,5527,2.499118277430615,215631
data/ris/rrc15/2025.01/bview.20250101.0000.gz,59,20573753,479,1024407,3872,0.37797476979364647,1020535,233074,1441,0.6182585788204605,231633
data/ris/rrc16/2025.01/bview.20250101.0000.gz,29,3904100,78,966352,1690,0.1748845141314966,964662,214117,1128,0.5268147788358701,212989
data/ris/rrc18/2025.01/bview.20250101.0000.gz,25,1187486,32,969740,19,0.0019592880565924885,969721,203738,4,0.001963305814330169,203734
data/ris/rrc19/2025.01/bview.20250101.0000.gz,66,12579541,266,987498,3672,0.3718488543774266,983826,224579,1308,0.5824231116889825,223271
data/ris/rrc20/2025.01/bview.20250101.0000.gz,68,28415844,604,993659,3603,0.3625992417922044,990056,220506,1376,0.6240193010621027,219130
data/ris/rrc21/2025.01/bview.20250101.0000.gz,73,26147643,567,1004517,3690,0.3673407219589116,1000827,221038,1340,0.6062306028827622,219698
data/ris/rrc22/2025.01/bview.20250101.0000.gz,31,3874570,61,986457,2277,0.23082607756851034,984180,213611,962,0.45035133958457196,212649
data/ris/rrc23/2025.01/bview.20250101.0000.gz,64,11088230,260,1005863,3488,0.34676690563227797,1002375,222421,1242,0.5584005107431402,221179
data/ris/rrc24/2025.01/bview.20250101.0000.gz,36,16228138,389,1019217,3494,0.34281217836829647,1015723,230715,5827,2.52562685564441,224888
data/ris/rrc25/2025.01/bview.20250101.0000.gz,137,59648197,1416,1076865,5657,0.5253211869640112,1071208,237360,6389,2.691691944725312,230971
data/ris/rrc26/2025.01/bview.20250101.0000.gz,28,3549381,89,984919,2538,0.2576861650551974,982381,225942,792,0.35053243752821517,225150
data/routeviews/amsix.ams/2025.01/rib.20250101.0000.bz2,71,22272444,495,1008308,4322,0.42863886828231057,1003986,223077,1418,0.6356549532224299,221659
data/routeviews/cix.atl/2025.01/rib.20250101.0000.bz2,20,1449976,29,961008,141,0.014672094300983969,960867,203314,403,0.1982155680376167,202911
data/routeviews/iraq-ixp.bgw/2025.01/rib.20250101.0000.bz2,5,624,0,206,0,0.0,206,60,0,0.0,60
data/routeviews/kinx.icn/2025.01/rib.20250101.0000.bz2,19,39858,0,21592,1,0.004631344942571323,21591,2549,0,0.0,2549
data/routeviews/namex.fco/2025.01/rib.20250101.0000.bz2,15,4809182,99,987361,2240,0.22686737677505997,985121,213617,1089,0.5097908874293713,212528
data/routeviews/pacwave.lax/2025.01/rib.20250101.0000.bz2,8,170904,16,32036,6,0.018728929953801973,32030,34891,0,0.0,34891
data/routeviews/pit.scl/2025.01/rib.20250101.0000.bz2,28,1623003,27,961284,5,0.0005201376492274915,961279,204238,63,0.030846365514742603,204175
data/routeviews/pitmx.qro/2025.01/rib.20250101.0000.bz2,20,1436155,31,1000351,5,0.0004998245615788858,1000346,217954,565,0.25922901162630646,217389
data/routeviews/route-views.amsix/2025.01/rib.20250101.0000.bz2,86,22004296,465,1021757,4336,0.42436704617634136,1017421,227063,1508,0.6641328618048735,225555
data/routeviews/route-views.bdix/2025.01/rib.20250101.0000.bz2,4,14128,0,6738,2,0.029682398337785694,6736,749,0,0.0,749
data/routeviews/route-views.bknix/2025.01/rib.20250101.0000.bz2,26,620822,4,140228,37,0.02638560059331945,140191,209894,111,0.052883836603237824,209783
data/routeviews/route-views.chicago/2025.01/rib.20250101.0000.bz2,63,19087914,426,1006991,3875,0.384809794725077,1003116,222565,1373,0.6168984341653,221192
data/routeviews/route-views.chile/2025.01/rib.20250101.0000.bz2,4,2373442,63,977930,1215,0.12424202141257555,976715,210992,548,0.25972548722226435,210444
data/routeviews/route-views.eqix/2025.01/rib.20250101.0000.bz2,set(),0,0,0,0,0,0,0,0,0,0
data/routeviews/route-views.flix/2025.01/rib.20250101.0000.bz2,64,11309143,229,990113,3637,0.36733180960153033,986476,218943,1192,0.5444339394271569,217751
data/routeviews/route-views.fortaleza/2025.01/rib.20250101.0000.bz2,41,8057863,182,1010540,2674,0.26461100005937416,1007866,218884,1184,0.540925787174942,217700
data/routeviews/route-views.gixa/2025.01/rib.20250101.0000.bz2,5,8720,0,6673,17,0.25475797991907684,6656,0,0,0,0
data/routeviews/route-views.gorex/2025.01/rib.20250101.0000.bz2,19,327773,0,102725,2,0.0019469457288878072,102723,64470,1,0.0015511090429657206,64469
data/routeviews/route-views.isc/2025.01/rib.20250101.0000.bz2,30,8083463,181,995274,4082,0.4101383136704063,991192,221816,1107,0.49906228585854945,220709
data/routeviews/route-views.kixp/2025.01/rib.20250101.0000.bz2,18,4138325,68,984198,2002,0.20341435361583746,982196,215782,582,0.26971665847939125,215200
data/routeviews/route-views.linx/2025.01/rib.20250101.0000.bz2,96,37484299,848,1026594,4770,0.46464327669945465,1021824,225364,1520,0.6744644220017394,223844
data/routeviews/route-views.mwix/2025.01/rib.20250101.0000.bz2,10,290347,0,94832,1,0.0010544963725324784,94831,53098,0,0.0,53098
data/routeviews/route-views.napafrica/2025.01/rib.20250101.0000.bz2,92,21690079,464,1051119,4182,0.39786170738042026,1046937,225647,5634,2.4968202546455305,220013
data/routeviews/route-views.nwax/2025.01/rib.20250101.0000.bz2,17,995214,21,984196,2,0.00020321155542188754,984194,1191,0,0.0,1191
data/routeviews/route-views.ny/2025.01/rib.20250101.0000.bz2,27,7223585,156,993913,3396,0.34167980497286987,990517,221254,1029,0.465076337602936,220225
data/routeviews/route-views.perth/2025.01/rib.20250101.0000.bz2,81,16150914,351,996656,2832,0.2841501982629914,993824,222288,1063,0.4782084502987116,221225
data/routeviews/route-views.peru/2025.01/rib.20250101.0000.bz2,6,5643,0,5020,0,0.0,5020,193,0,0.0,193
data/routeviews/route-views.phoix/2025.01/rib.20250101.0000.bz2,11,3150740,79,995826,1296,0.13014321779105986,994530,219056,798,0.36429040975823535,218258
data/routeviews/route-views.rio/2025.01/rib.20250101.0000.bz2,46,11796680,263,1013791,3335,0.3289632675768477,1010456,220916,1390,0.6291984283619113,219526
data/routeviews/route-views.sfmix/2025.01/rib.20250101.0000.bz2,34,7398832,156,992437,2910,0.29321760474468406,989527,221284,1038,0.4690804576923773,220246
data/routeviews/route-views.sg/2025.01/rib.20250101.0000.bz2,107,19201561,476,1010483,4307,0.4262318119156878,1006176,226325,1578,0.6972274384182039,224747
data/routeviews/route-views.soxrs/2025.01/rib.20250101.0000.bz2,14,1719160,32,961030,52,0.005410861263436105,960978,203192,34,0.016732942241820543,203158
